"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6960","Change pagination","chromium","Thu Dec 26 15:04:05 GMT 2024","failed","Thu Dec 26 15:04:12 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","4733","Change currency","chromium","Thu Dec 26 15:04:13 GMT 2024","passed","Thu Dec 26 15:04:18 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7473","Post comment in item","chromium","Thu Dec 26 15:05:14 GMT 2024","failed","Thu Dec 26 15:05:21 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","211","Get /todos/9999","api","Thu Dec 26 15:05:23 GMT 2024","passed","Thu Dec 26 15:05:23 GMT 2024","API tests","api/api.spec.ts","",""
"","10535","Change quantity of item","chromium","Thu Dec 26 15:04:46 GMT 2024","passed","Thu Dec 26 15:04:57 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","9539","Login with incorrect email","chromium","Thu Dec 26 15:04:36 GMT 2024","failed","Thu Dec 26 15:04:46 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","318","Get /challenges","api","Thu Dec 26 15:05:22 GMT 2024","passed","Thu Dec 26 15:05:22 GMT 2024","API tests","api/api.spec.ts","",""
"","210","Get /todos","api","Thu Dec 26 15:05:22 GMT 2024","passed","Thu Dec 26 15:05:22 GMT 2024","API tests","api/api.spec.ts","",""
"","215","Get /todos/1","api","Thu Dec 26 15:05:22 GMT 2024","passed","Thu Dec 26 15:05:23 GMT 2024","API tests","api/api.spec.ts","",""
"","247","Get /todo","api","Thu Dec 26 15:05:22 GMT 2024","passed","Thu Dec 26 15:05:22 GMT 2024","API tests","api/api.spec.ts","",""
