"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6810","Change pagination","chromium","Thu Dec 26 11:44:10 GMT 2024","failed","Thu Dec 26 11:44:17 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7891","Post comment in item","chromium","Thu Dec 26 11:45:16 GMT 2024","failed","Thu Dec 26 11:45:24 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","219","Get /todos","api","Thu Dec 26 11:45:25 GMT 2024","passed","Thu Dec 26 11:45:25 GMT 2024","API tests","api/api.spec.ts","",""
"","8386","Change quantity of item","chromium","Thu Dec 26 11:44:49 GMT 2024","passed","Thu Dec 26 11:44:57 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","226","Get /todos/1","api","Thu Dec 26 11:45:25 GMT 2024","passed","Thu Dec 26 11:45:25 GMT 2024","API tests","api/api.spec.ts","",""
"","193","Get /todos/9999","api","Thu Dec 26 11:45:25 GMT 2024","passed","Thu Dec 26 11:45:26 GMT 2024","API tests","api/api.spec.ts","",""
"","319","Get /challenges","api","Thu Dec 26 11:45:25 GMT 2024","passed","Thu Dec 26 11:45:25 GMT 2024","API tests","api/api.spec.ts","",""
"","7536","Login with incorrect email","chromium","Thu Dec 26 11:44:41 GMT 2024","failed","Thu Dec 26 11:44:48 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","2902","Change currency","chromium","Thu Dec 26 11:44:18 GMT 2024","passed","Thu Dec 26 11:44:21 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","195","Get /todo","api","Thu Dec 26 11:45:25 GMT 2024","passed","Thu Dec 26 11:45:25 GMT 2024","API tests","api/api.spec.ts","",""
