"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","103","Get /todos/1","api","Thu Dec 26 11:15:16 GMT 2024","passed","Thu Dec 26 11:15:16 GMT 2024","API tests","api/api.spec.ts","",""
"","234","Get /challenges","api","Thu Dec 26 11:15:15 GMT 2024","passed","Thu Dec 26 11:15:16 GMT 2024","API tests","api/api.spec.ts","",""
"","109","Get /todo","api","Thu Dec 26 11:15:16 GMT 2024","passed","Thu Dec 26 11:15:16 GMT 2024","API tests","api/api.spec.ts","",""
"","14202","Change quantity of item","chromium","Thu Dec 26 11:14:09 GMT 2024","passed","Thu Dec 26 11:14:23 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7689","Change pagination","chromium","Thu Dec 26 11:13:09 GMT 2024","failed","Thu Dec 26 11:13:17 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","4002","Change currency","chromium","Thu Dec 26 11:13:18 GMT 2024","passed","Thu Dec 26 11:13:22 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","26270","Login with incorrect email","chromium","Thu Dec 26 11:13:42 GMT 2024","failed","Thu Dec 26 11:14:08 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","110","Get /todos/9999","api","Thu Dec 26 11:15:16 GMT 2024","passed","Thu Dec 26 11:15:16 GMT 2024","API tests","api/api.spec.ts","",""
"","116","Get /todos","api","Thu Dec 26 11:15:16 GMT 2024","passed","Thu Dec 26 11:15:16 GMT 2024","API tests","api/api.spec.ts","",""
"","30012","Post comment in item","chromium","Thu Dec 26 11:14:45 GMT 2024","broken","Thu Dec 26 11:15:15 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
