"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","143","Get /challenges","api","Thu Dec 26 12:40:52 GMT 2024","passed","Thu Dec 26 12:40:52 GMT 2024","API tests","api/api.spec.ts","",""
"","88","Get /todo","api","Thu Dec 26 12:40:52 GMT 2024","passed","Thu Dec 26 12:40:52 GMT 2024","API tests","api/api.spec.ts","",""
"","151","Get /todos/1","api","Thu Dec 26 12:40:52 GMT 2024","passed","Thu Dec 26 12:40:52 GMT 2024","API tests","api/api.spec.ts","",""
"","7563","Login with incorrect email","chromium","Thu Dec 26 12:40:08 GMT 2024","failed","Thu Dec 26 12:40:15 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","8303","Change quantity of item","chromium","Thu Dec 26 12:40:16 GMT 2024","passed","Thu Dec 26 12:40:24 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","6748","Change pagination","chromium","Thu Dec 26 12:39:38 GMT 2024","failed","Thu Dec 26 12:39:45 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","3263","Change currency","chromium","Thu Dec 26 12:39:45 GMT 2024","passed","Thu Dec 26 12:39:49 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","75","Get /todos/9999","api","Thu Dec 26 12:40:52 GMT 2024","passed","Thu Dec 26 12:40:52 GMT 2024","API tests","api/api.spec.ts","",""
"","7957","Post comment in item","chromium","Thu Dec 26 12:40:43 GMT 2024","failed","Thu Dec 26 12:40:51 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","79","Get /todos","api","Thu Dec 26 12:40:52 GMT 2024","passed","Thu Dec 26 12:40:52 GMT 2024","API tests","api/api.spec.ts","",""
