"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7670","Post comment in item","chromium","Thu Dec 26 14:52:11 GMT 2024","failed","Thu Dec 26 14:52:18 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7678","Login with incorrect email","chromium","Thu Dec 26 14:51:29 GMT 2024","failed","Thu Dec 26 14:51:37 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","60","Get /todos/9999","api","Thu Dec 26 14:52:19 GMT 2024","passed","Thu Dec 26 14:52:19 GMT 2024","API tests","api/api.spec.ts","",""
"","75","Get /todo","api","Thu Dec 26 14:52:19 GMT 2024","passed","Thu Dec 26 14:52:19 GMT 2024","API tests","api/api.spec.ts","",""
"","10181","Change quantity of item","chromium","Thu Dec 26 14:51:37 GMT 2024","passed","Thu Dec 26 14:51:48 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","6828","Change pagination","chromium","Thu Dec 26 14:51:01 GMT 2024","failed","Thu Dec 26 14:51:08 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","61","Get /todos","api","Thu Dec 26 14:52:19 GMT 2024","passed","Thu Dec 26 14:52:19 GMT 2024","API tests","api/api.spec.ts","",""
"","2611","Change currency","chromium","Thu Dec 26 14:51:09 GMT 2024","passed","Thu Dec 26 14:51:11 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","86","Get /todos/1","api","Thu Dec 26 14:52:19 GMT 2024","passed","Thu Dec 26 14:52:19 GMT 2024","API tests","api/api.spec.ts","",""
"","128","Get /challenges","api","Thu Dec 26 14:52:19 GMT 2024","passed","Thu Dec 26 14:52:19 GMT 2024","API tests","api/api.spec.ts","",""
