"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","628","Get /todo","api","Thu Dec 26 14:17:26 GMT 2024","passed","Thu Dec 26 14:17:26 GMT 2024","API tests","api/api.spec.ts","",""
"","7424","Post comment in item","chromium","Thu Dec 26 14:17:16 GMT 2024","failed","Thu Dec 26 14:17:24 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","607","Get /todos","api","Thu Dec 26 14:17:25 GMT 2024","passed","Thu Dec 26 14:17:26 GMT 2024","API tests","api/api.spec.ts","",""
"","2591","Change currency","chromium","Thu Dec 26 14:16:18 GMT 2024","passed","Thu Dec 26 14:16:21 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7293","Login with incorrect email","chromium","Thu Dec 26 14:16:43 GMT 2024","failed","Thu Dec 26 14:16:51 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","630","Get /todos/1","api","Thu Dec 26 14:17:26 GMT 2024","passed","Thu Dec 26 14:17:27 GMT 2024","API tests","api/api.spec.ts","",""
"","6546","Change pagination","chromium","Thu Dec 26 14:16:11 GMT 2024","failed","Thu Dec 26 14:16:17 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","695","Get /challenges","api","Thu Dec 26 14:17:25 GMT 2024","passed","Thu Dec 26 14:17:25 GMT 2024","API tests","api/api.spec.ts","",""
"","8157","Change quantity of item","chromium","Thu Dec 26 14:16:51 GMT 2024","passed","Thu Dec 26 14:16:59 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","604","Get /todos/9999","api","Thu Dec 26 14:17:27 GMT 2024","passed","Thu Dec 26 14:17:28 GMT 2024","API tests","api/api.spec.ts","",""
