"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3307","Change currency","chromium","Thu Dec 26 14:30:02 GMT 2024","passed","Thu Dec 26 14:30:05 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","106","Get /todo","api","Thu Dec 26 14:31:08 GMT 2024","passed","Thu Dec 26 14:31:08 GMT 2024","API tests","api/api.spec.ts","",""
"","150","Get /challenges","api","Thu Dec 26 14:31:08 GMT 2024","passed","Thu Dec 26 14:31:08 GMT 2024","API tests","api/api.spec.ts","",""
"","6836","Change pagination","chromium","Thu Dec 26 14:29:54 GMT 2024","failed","Thu Dec 26 14:30:01 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","89","Get /todos/1","api","Thu Dec 26 14:31:08 GMT 2024","passed","Thu Dec 26 14:31:08 GMT 2024","API tests","api/api.spec.ts","",""
"","8284","Change quantity of item","chromium","Thu Dec 26 14:30:33 GMT 2024","passed","Thu Dec 26 14:30:41 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","8848","Login with incorrect email","chromium","Thu Dec 26 14:30:23 GMT 2024","failed","Thu Dec 26 14:30:32 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","69","Get /todos/9999","api","Thu Dec 26 14:31:08 GMT 2024","passed","Thu Dec 26 14:31:09 GMT 2024","API tests","api/api.spec.ts","",""
"","8300","Post comment in item","chromium","Thu Dec 26 14:30:59 GMT 2024","failed","Thu Dec 26 14:31:07 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","82","Get /todos","api","Thu Dec 26 14:31:08 GMT 2024","passed","Thu Dec 26 14:31:08 GMT 2024","API tests","api/api.spec.ts","",""
