"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","576","Get /todos/9999","api","Thu Dec 26 14:36:45 GMT 2024","passed","Thu Dec 26 14:36:46 GMT 2024","API tests","api/api.spec.ts","",""
"","604","Get /todos/1","api","Thu Dec 26 14:36:44 GMT 2024","passed","Thu Dec 26 14:36:45 GMT 2024","API tests","api/api.spec.ts","",""
"","610","Get /todos","api","Thu Dec 26 14:36:43 GMT 2024","passed","Thu Dec 26 14:36:44 GMT 2024","API tests","api/api.spec.ts","",""
"","2515","Change currency","chromium","Thu Dec 26 14:35:41 GMT 2024","passed","Thu Dec 26 14:35:44 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","676","Get /challenges","api","Thu Dec 26 14:36:43 GMT 2024","passed","Thu Dec 26 14:36:43 GMT 2024","API tests","api/api.spec.ts","",""
"","7890","Login with incorrect email","chromium","Thu Dec 26 14:36:01 GMT 2024","failed","Thu Dec 26 14:36:09 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7531","Post comment in item","chromium","Thu Dec 26 14:36:34 GMT 2024","failed","Thu Dec 26 14:36:42 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7456","Change quantity of item","chromium","Thu Dec 26 14:36:10 GMT 2024","passed","Thu Dec 26 14:36:17 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","623","Get /todo","api","Thu Dec 26 14:36:44 GMT 2024","passed","Thu Dec 26 14:36:44 GMT 2024","API tests","api/api.spec.ts","",""
"","6573","Change pagination","chromium","Thu Dec 26 14:35:34 GMT 2024","failed","Thu Dec 26 14:35:41 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
