"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","686","Get /challenges","api","Fri Jan 10 15:56:53 GMT 2025","passed","Fri Jan 10 15:56:53 GMT 2025","API tests","api/api.spec.ts","",""
"","941","Get /todos/1","api","Fri Jan 10 15:56:55 GMT 2025","passed","Fri Jan 10 15:56:55 GMT 2025","API tests","api/api.spec.ts","",""
"","13611","Post comment in item","chromium","Fri Jan 10 15:56:38 GMT 2025","passed","Fri Jan 10 15:56:52 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","617","Get /todo","api","Fri Jan 10 15:56:54 GMT 2025","passed","Fri Jan 10 15:56:55 GMT 2025","API tests","api/api.spec.ts","",""
"","658","Post /todos","api","Fri Jan 10 15:56:55 GMT 2025","passed","Fri Jan 10 15:56:56 GMT 2025","API tests","api/api.spec.ts","",""
"","631","Get /todos","api","Fri Jan 10 15:56:53 GMT 2025","passed","Fri Jan 10 15:56:54 GMT 2025","API tests","api/api.spec.ts","",""
"","8321","Change quantity of item","chromium","Fri Jan 10 15:56:30 GMT 2025","passed","Fri Jan 10 15:56:38 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","4230","Login with incorrect email","chromium","Fri Jan 10 15:56:26 GMT 2025","passed","Fri Jan 10 15:56:30 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","2300","Change currency","chromium","Fri Jan 10 15:56:23 GMT 2025","passed","Fri Jan 10 15:56:26 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","11536","Change pagination","chromium","Fri Jan 10 15:56:12 GMT 2025","passed","Fri Jan 10 15:56:23 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
