"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7906","Post comment in item","chromium","Thu Dec 26 14:04:07 GMT 2024","failed","Thu Dec 26 14:04:15 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","9499","Change quantity of item","chromium","Thu Dec 26 14:03:40 GMT 2024","passed","Thu Dec 26 14:03:49 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","139","Get /todos/9999","api","Thu Dec 26 14:04:16 GMT 2024","passed","Thu Dec 26 14:04:16 GMT 2024","API tests","api/api.spec.ts","",""
"","6681","Change pagination","chromium","Thu Dec 26 14:02:59 GMT 2024","failed","Thu Dec 26 14:03:06 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","8170","Login with incorrect email","chromium","Thu Dec 26 14:03:31 GMT 2024","failed","Thu Dec 26 14:03:39 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","113","Get /todos","api","Thu Dec 26 14:04:16 GMT 2024","passed","Thu Dec 26 14:04:16 GMT 2024","API tests","api/api.spec.ts","",""
"","126","Get /todo","api","Thu Dec 26 14:04:16 GMT 2024","passed","Thu Dec 26 14:04:16 GMT 2024","API tests","api/api.spec.ts","",""
"","2825","Change currency","chromium","Thu Dec 26 14:03:06 GMT 2024","passed","Thu Dec 26 14:03:09 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","123","Get /todos/1","api","Thu Dec 26 14:04:16 GMT 2024","passed","Thu Dec 26 14:04:16 GMT 2024","API tests","api/api.spec.ts","",""
"","196","Get /challenges","api","Thu Dec 26 14:04:16 GMT 2024","passed","Thu Dec 26 14:04:16 GMT 2024","API tests","api/api.spec.ts","",""
