"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2686","Change currency","chromium","Thu Dec 26 12:23:52 GMT 2024","passed","Thu Dec 26 12:23:55 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","615","Get /todos/1","api","Thu Dec 26 12:25:01 GMT 2024","passed","Thu Dec 26 12:25:02 GMT 2024","API tests","api/api.spec.ts","",""
"","601","Get /todos","api","Thu Dec 26 12:25:00 GMT 2024","passed","Thu Dec 26 12:25:01 GMT 2024","API tests","api/api.spec.ts","",""
"","8468","Login with incorrect email","chromium","Thu Dec 26 12:24:13 GMT 2024","failed","Thu Dec 26 12:24:22 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7903","Post comment in item","chromium","Thu Dec 26 12:24:51 GMT 2024","failed","Thu Dec 26 12:24:59 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","10484","Change quantity of item","chromium","Thu Dec 26 12:24:22 GMT 2024","passed","Thu Dec 26 12:24:33 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","622","Get /todo","api","Thu Dec 26 12:25:01 GMT 2024","passed","Thu Dec 26 12:25:01 GMT 2024","API tests","api/api.spec.ts","",""
"","623","Get /todos/9999","api","Thu Dec 26 12:25:02 GMT 2024","passed","Thu Dec 26 12:25:03 GMT 2024","API tests","api/api.spec.ts","",""
"","6835","Change pagination","chromium","Thu Dec 26 12:23:45 GMT 2024","failed","Thu Dec 26 12:23:51 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","671","Get /challenges","api","Thu Dec 26 12:24:59 GMT 2024","passed","Thu Dec 26 12:25:00 GMT 2024","API tests","api/api.spec.ts","",""
