"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8463","Change quantity of item","chromium","Thu Jan 02 08:54:00 GMT 2025","passed","Thu Jan 02 08:54:09 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","108","Get /todo","api","Thu Jan 02 08:54:22 GMT 2025","passed","Thu Jan 02 08:54:22 GMT 2025","API tests","api/api.spec.ts","",""
"","125","Get /todos/9999","api","Thu Jan 02 08:54:22 GMT 2025","passed","Thu Jan 02 08:54:22 GMT 2025","API tests","api/api.spec.ts","",""
"","172","Get /challenges","api","Thu Jan 02 08:54:22 GMT 2025","passed","Thu Jan 02 08:54:22 GMT 2025","API tests","api/api.spec.ts","",""
"","12342","Change pagination","chromium","Thu Jan 02 08:53:40 GMT 2025","passed","Thu Jan 02 08:53:52 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","174","Get /todos","api","Thu Jan 02 08:54:22 GMT 2025","passed","Thu Jan 02 08:54:22 GMT 2025","API tests","api/api.spec.ts","",""
"","107","Get /todos/1","api","Thu Jan 02 08:54:22 GMT 2025","passed","Thu Jan 02 08:54:22 GMT 2025","API tests","api/api.spec.ts","",""
"","12374","Post comment in item","chromium","Thu Jan 02 08:54:09 GMT 2025","passed","Thu Jan 02 08:54:21 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","2749","Change currency","chromium","Thu Jan 02 08:53:53 GMT 2025","passed","Thu Jan 02 08:53:56 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","4482","Login with incorrect email","chromium","Thu Jan 02 08:53:56 GMT 2025","passed","Thu Jan 02 08:54:00 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
