"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","628","Get /todos/1","api","Thu Jan 02 08:47:19 GMT 2025","passed","Thu Jan 02 08:47:20 GMT 2025","API tests","api/api.spec.ts","",""
"","599","Get /todos","api","Thu Jan 02 08:47:18 GMT 2025","passed","Thu Jan 02 08:47:19 GMT 2025","API tests","api/api.spec.ts","",""
"","11651","Change pagination","chromium","Thu Jan 02 08:46:38 GMT 2025","passed","Thu Jan 02 08:46:49 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","636","Get /todo","api","Thu Jan 02 08:47:19 GMT 2025","passed","Thu Jan 02 08:47:19 GMT 2025","API tests","api/api.spec.ts","",""
"","4293","Login with incorrect email","chromium","Thu Jan 02 08:46:52 GMT 2025","passed","Thu Jan 02 08:46:56 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","12292","Post comment in item","chromium","Thu Jan 02 08:47:04 GMT 2025","passed","Thu Jan 02 08:47:17 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","2334","Change currency","chromium","Thu Jan 02 08:46:49 GMT 2025","passed","Thu Jan 02 08:46:52 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","8311","Change quantity of item","chromium","Thu Jan 02 08:46:56 GMT 2025","passed","Thu Jan 02 08:47:04 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","696","Get /challenges","api","Thu Jan 02 08:47:17 GMT 2025","passed","Thu Jan 02 08:47:18 GMT 2025","API tests","api/api.spec.ts","",""
"","584","Get /todos/9999","api","Thu Jan 02 08:47:20 GMT 2025","passed","Thu Jan 02 08:47:20 GMT 2025","API tests","api/api.spec.ts","",""
