"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8140","Post comment in item","chromium","Thu Dec 26 11:30:08 GMT 2024","failed","Thu Dec 26 11:30:16 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","595","Get /todos/1","api","Thu Dec 26 11:30:18 GMT 2024","passed","Thu Dec 26 11:30:19 GMT 2024","API tests","api/api.spec.ts","",""
"","602","Get /todos","api","Thu Dec 26 11:30:17 GMT 2024","passed","Thu Dec 26 11:30:18 GMT 2024","API tests","api/api.spec.ts","",""
"","621","Get /todo","api","Thu Dec 26 11:30:18 GMT 2024","passed","Thu Dec 26 11:30:18 GMT 2024","API tests","api/api.spec.ts","",""
"","10592","Change quantity of item","chromium","Thu Dec 26 11:29:37 GMT 2024","passed","Thu Dec 26 11:29:47 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","3026","Change currency","chromium","Thu Dec 26 11:29:08 GMT 2024","passed","Thu Dec 26 11:29:11 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7984","Change pagination","chromium","Thu Dec 26 11:28:59 GMT 2024","failed","Thu Dec 26 11:29:07 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7733","Login with incorrect email","chromium","Thu Dec 26 11:29:28 GMT 2024","failed","Thu Dec 26 11:29:36 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","584","Get /todos/9999","api","Thu Dec 26 11:30:19 GMT 2024","passed","Thu Dec 26 11:30:20 GMT 2024","API tests","api/api.spec.ts","",""
"","718","Get /challenges","api","Thu Dec 26 11:30:16 GMT 2024","passed","Thu Dec 26 11:30:17 GMT 2024","API tests","api/api.spec.ts","",""
