"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7590","Post comment in item","chromium","Thu Dec 26 14:42:39 GMT 2024","failed","Thu Dec 26 14:42:47 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","185","Get /challenges","api","Thu Dec 26 14:42:47 GMT 2024","passed","Thu Dec 26 14:42:48 GMT 2024","API tests","api/api.spec.ts","",""
"","97","Get /todos/1","api","Thu Dec 26 14:42:48 GMT 2024","passed","Thu Dec 26 14:42:48 GMT 2024","API tests","api/api.spec.ts","",""
"","107","Get /todos","api","Thu Dec 26 14:42:48 GMT 2024","passed","Thu Dec 26 14:42:48 GMT 2024","API tests","api/api.spec.ts","",""
"","121","Get /todo","api","Thu Dec 26 14:42:48 GMT 2024","passed","Thu Dec 26 14:42:48 GMT 2024","API tests","api/api.spec.ts","",""
"","3589","Change currency","chromium","Thu Dec 26 14:41:39 GMT 2024","passed","Thu Dec 26 14:41:43 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7796","Login with incorrect email","chromium","Thu Dec 26 14:42:04 GMT 2024","failed","Thu Dec 26 14:42:12 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","8638","Change pagination","chromium","Thu Dec 26 14:41:30 GMT 2024","failed","Thu Dec 26 14:41:39 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","9191","Change quantity of item","chromium","Thu Dec 26 14:42:12 GMT 2024","passed","Thu Dec 26 14:42:21 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","187","Get /todos/9999","api","Thu Dec 26 14:42:48 GMT 2024","passed","Thu Dec 26 14:42:48 GMT 2024","API tests","api/api.spec.ts","",""
