"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","78","Get /todos/1","api","Thu Dec 26 14:09:14 GMT 2024","passed","Thu Dec 26 14:09:14 GMT 2024","API tests","api/api.spec.ts","",""
"","158","Get /challenges","api","Thu Dec 26 14:09:14 GMT 2024","passed","Thu Dec 26 14:09:14 GMT 2024","API tests","api/api.spec.ts","",""
"","6746","Change pagination","chromium","Thu Dec 26 14:07:49 GMT 2024","failed","Thu Dec 26 14:07:56 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","83","Get /todos","api","Thu Dec 26 14:09:14 GMT 2024","passed","Thu Dec 26 14:09:14 GMT 2024","API tests","api/api.spec.ts","",""
"","2533","Change currency","chromium","Thu Dec 26 14:07:56 GMT 2024","passed","Thu Dec 26 14:07:59 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7486","Login with incorrect email","chromium","Thu Dec 26 14:08:16 GMT 2024","failed","Thu Dec 26 14:08:24 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","7724","Post comment in item","chromium","Thu Dec 26 14:09:06 GMT 2024","failed","Thu Dec 26 14:09:13 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","69","Get /todos/9999","api","Thu Dec 26 14:09:14 GMT 2024","passed","Thu Dec 26 14:09:15 GMT 2024","API tests","api/api.spec.ts","",""
"","23651","Change quantity of item","chromium","Thu Dec 26 14:08:24 GMT 2024","passed","Thu Dec 26 14:08:48 GMT 2024","Academybugs","ui/bugs.spec.ts","",""
"","82","Get /todo","api","Thu Dec 26 14:09:14 GMT 2024","passed","Thu Dec 26 14:09:14 GMT 2024","API tests","api/api.spec.ts","",""
