"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","118","Get /todos/1","api","Thu Jan 02 08:38:28 GMT 2025","passed","Thu Jan 02 08:38:28 GMT 2025","API tests","api/api.spec.ts","",""
"","12664","Change pagination","chromium","Thu Jan 02 08:37:45 GMT 2025","passed","Thu Jan 02 08:37:58 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","12377","Post comment in item","chromium","Thu Jan 02 08:38:15 GMT 2025","passed","Thu Jan 02 08:38:27 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","110","Get /todo","api","Thu Jan 02 08:38:28 GMT 2025","passed","Thu Jan 02 08:38:28 GMT 2025","API tests","api/api.spec.ts","",""
"","181","Get /challenges","api","Thu Jan 02 08:38:28 GMT 2025","passed","Thu Jan 02 08:38:28 GMT 2025","API tests","api/api.spec.ts","",""
"","7974","Change quantity of item","chromium","Thu Jan 02 08:38:07 GMT 2025","passed","Thu Jan 02 08:38:15 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","99","Get /todos","api","Thu Jan 02 08:38:28 GMT 2025","passed","Thu Jan 02 08:38:28 GMT 2025","API tests","api/api.spec.ts","",""
"","3236","Change currency","chromium","Thu Jan 02 08:37:59 GMT 2025","passed","Thu Jan 02 08:38:02 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
"","115","Get /todos/9999","api","Thu Jan 02 08:38:28 GMT 2025","passed","Thu Jan 02 08:38:28 GMT 2025","API tests","api/api.spec.ts","",""
"","4392","Login with incorrect email","chromium","Thu Jan 02 08:38:02 GMT 2025","passed","Thu Jan 02 08:38:07 GMT 2025","Academybugs","ui/bugs.spec.ts","",""
